Id,Label,timeset,eigencentrality,modularity_class,Degree
633,"CLAVEL, J",,0.028083,0,33
634,"BARR, P",,0.087311,0,35
635,"GLASS, IS",,0.127481,0,54
636,"PELAT, D",,0.006409,0,6
637,"PETERSON, BM",,0.121799,0,100
638,"REICHERT, G",,0.006409,0,6
639,"BERTSCHINGER, E",,0.011207,0,21
640,"RUFFERT, M",,0.002035,0,9
641,"KEIL, W",,0.003425,0,11
642,"SCHAEFER, G",,0.00519,0,8
643,"COVINO, S",,0.093061,0,60
644,"GALLETTI, S",,0.001647,0,2
645,"PASINETTI, LE",,0.001647,0,2
646,"BARCONS, X",,0.08334,0,59
647,"ZOTTI, GD",,0.02414,0,33
648,"MIYAJI, T",,0.024434,0,27
649,"HIBBARD, J",,0.042589,0,30
650,"HARLAFTIS, ET",,0.013796,0,14
651,"MARSH, TR",,0.012854,0,26
652,"MOELLENHOFF, C",,0.002872,0,5
653,"MATTHIAS, M",,0.010907,0,10
654,"GERHARD, OE",,0.006788,0,13
655,"HINSHAW, G",,0.01439,0,26
656,"BENNETT, CL",,0.016556,0,30
657,"KOGUT, A",,0.014363,0,29
658,"KOERNER, DW",,0.01634,0,31
659,"SARGENT, AI",,0.004739,0,10
660,"WAMBSGANSS, J",,0.02823,0,36
661,"KUNDIC, T",,0.018044,0,21
662,"RACHEN, JP",,0.003494,0,9
663,"FRISCH, P",,0.007842,0,16
664,"EINASTO, J",,0.019269,0,34
665,"EINASTO, M",,0.009719,0,24
666,"FREUDLING, W",,0.051139,0,78
667,"FRICKE, KJ",,0.01125,0,25
668,"GRAMANN, M",,0.0039,0,9
669,"SAAR, V",,0.024845,0,27
670,"TOOMET, O",,0.005345,0,11
671,"BIRD, CM",,0.001665,0,2
672,"HOLZ, DE",,0.002292,0,4
673,"WALD, RM",,0.000458,0,3
674,"SCHINDLER, S",,0.038435,0,37
675,"SPLINTER, RJ",,0.001438,0,6
676,"FERRELL, RC",,0.000378,0,1
677,"JAROSZYNSKI, M",,0.000409,0,2
678,"PACZYNSKI, B",,0.005037,0,15
679,"LINDNER, U",,0.00464,0,13
680,"FRICKE, K",,0.016561,0,23
681,"TAGO, E",,0.008299,0,18
682,"RAMATY, R",,0.021844,0,31
683,"LINGENFELTER, RE",,0.010061,0,16
684,"BLUM, R",,0.002724,0,8
685,"LANDE, K",,0.001887,0,5
686,"LANOU, RE",,0.001887,0,5
687,"LEARNED, JG",,0.018635,0,48
688,"ROBERTSON, RGH",,0.002077,0,6
689,"WOLFENSTEIN, L",,0.002072,0,6
690,"BREWER, JP",,0.000752,0,2
691,"CRABTREE, DR",,0.001597,0,4
692,"ALPAR, MA",,0.005895,0,18
693,"GUSEINOV, OH",,0.000763,0,3
694,"KIZILOGLU, U",,0.005256,0,15
695,"OGELMAN, H",,0.003847,0,11
696,"ZEPF, SE",,0.038676,0,33
697,"CARTER, D",,0.096849,0,67
698,"SHARPLES, RM",,0.043357,0,35
699,"ASHMAN, KM",,0.014562,0,16
700,"STEL, F",,0.00185,0,2
701,"KUMAR, P",,0.004931,0,13
702,"AO, CO",,0.000796,0,3
703,"QUATAERT, EJ",,0.000404,0,2
704,"WHITE, M",,0.031315,0,43
705,"BAYKA, A",,0.001294,0,6
706,"ESENDEMIR, A",,0.001605,0,8
707,"ERCAN, N",,0.001294,0,6
708,"IKIS, G",,0.001294,0,6
709,"MILGROM, M",,0.000778,0,5
710,"MATTEUCCI, F",,0.085954,0,62
711,"GIBSON, BK",,0.148861,0,107
712,"KJELDSEN, TRBH",,0,0,0
713,"CARR, J",,0.008145,0,13
714,"SELLGREN, K",,0.020732,0,47
715,"TERNDRUP, D",,0.001101,0,3
716,"KAWALER, SD",,0.05041,0,47
717,"UNIVERSITY, IS",,0.000975,0,1
718,"MAYYA, YD",,0.001235,0,7
719,"QUILLEN, AC",,0.02205,0,40
720,"QUILLEN, CB",,0.000598,0,1
721,"KNEIB, J",,0.036836,0,41
722,"ELLIS, RS",,0.201768,0,147
723,"COUCH, WJ",,0.167973,0,99
724,"JR, RMSAO",,0.014725,0,5
725,"ROSATI, P",,0.0893,0,72
726,"CECA, RD",,0.053356,0,40
727,"BURG, R",,0.032026,0,31
728,"NORMAN, C",,0.008427,0,12
729,"GIACCONI, R",,0.037653,0,37
730,"RAMIREZ, SV",,0.009885,0,17
731,"FROGEL, JA",,0.021505,0,34
732,"KUCHINSKI, LE",,0.018637,0,25
733,"AJ, DMTAFPI",,0.001669,0,3
734,"WOODS, E",,0.000439,0,1
735,"DODD, RJ",,0.341602,0,84
736,"SULLIVAN, DJ",,0.385665,0,123
737,"GIURICIN, G",,0.006193,0,16
738,"TEKTUNALI, FL",,0.001037,0,4
739,"MONACO, P",,0.006839,0,15
740,"MARDIROSSIAN, F",,0.004328,0,10
741,"MEZZETTI, M",,0.004328,0,10
742,"BRAINERD, T",,0.005408,0,2
743,"PIETRONERO, YVBFSLMML",,0,0,0
744,"RHOADS, JE",,0.029547,0,30
745,"BAGLA, JS",,0.014835,0,10
746,"PADMANABHAN, T",,0.003793,0,11
747,"TREVES, A",,0.412058,0,181
748,"SZUSZKIEWICZ, E",,0.013222,0,11
749,"CORBELLI, E",,0.002686,0,6
750,"SALPETER, EE",,0.002173,0,11
751,"FERRARA, A",,0.018503,0,39
752,"BONIFACIO, FPP",,0.000455,0,1
753,"M, P",,0.003769,0,15
754,"W, R",,0.003175,0,11
755,"P, KT",,0.003931,0,15
756,"K, S",,0.003175,0,11
757,"P, RH",,0.003175,0,11
758,"P, R",,0.004576,0,17
759,"R, S",,0.008524,0,27
760,"L, FR",,0.003175,0,11
761,"B, WE",,0.003175,0,11
762,"D, GF",,0.003175,0,11
763,"J, JK",,0.003175,0,11
764,"TANVIR, NR",,0.032241,0,20
765,"ROBINSON, DRT",,0.004708,0,7
766,"MOSS, C",,0.002352,0,4
767,"WHITTLE, M",,0.003965,0,4
768,"PESCE, JE",,0.119911,0,67
769,"NAVARRO, H",,0.002221,0,3
770,"GRAZIANI, C",,0.006149,0,11
771,"HARDING, AK",,0.003489,0,15
772,"SINA, R",,0.000493,0,2
773,"MESZAROS, A",,0.001031,0,5
774,"MOORE, B",,0.011917,0,22
775,"KATZ, N",,0.024608,0,40
776,"LAKE, G",,0.006944,0,17
777,"STORRIELOMBARDI, LJ",,0.029463,0,24
778,"WELCH, DL",,0.4009,0,128
779,"ENOMOTO, R",,0,0,0
780,"NEW, KCB",,0.002229,0,8
781,"CHANMUGAM, G",,0.001448,0,3
782,"JOHNSON, WW",,0.050459,0,51
783,"DALCANTON, JJ",,0.008349,0,15
784,"SUMMERS, FJ",,0.007265,0,9
785,"JEDAMZIK, K",,0.002511,0,11
786,"SCHRAMM, DN",,0.009446,0,26
787,"BEREZINSKY, VS",,0.001943,0,8
788,"GARDINER, L",,0.000135,0,1
789,"NOGUCHI, M",,0.000135,0,1
790,"SEITZ, S",,0.011146,0,20
791,"SCHNEIDER, P",,0.024232,0,42
792,"TESTA, V",,0.015291,0,21
793,"FERRARO, FR",,0.028453,0,49
794,"BROCATO, E",,0.057856,0,21
795,"CASTELLANI, V",,0.010844,0,30
796,"BEAULIEU, JP",,0.086917,0,117
797,"DEHNER, BT",,0.002265,0,3
798,"ELLIS, R",,0.067161,0,42
799,"SANTIAGO, B",,0.019469,0,14
800,"GRIFFITHS, R",,0.057969,0,29
801,"BERNSTEIN, GM",,0.041707,0,38
802,"TYSON, JA",,0.009071,0,18
803,"ULMER, MP",,0.025513,0,39
804,"WITTMAN, D",,0.002887,0,4
805,"PACHECO, JADF",,0.001558,0,7
806,"CATTANI, M",,0.000653,0,3
807,"SYER, D",,0.005368,0,9
808,"CHRISTENSENDALSGAARD, J",,0.0105,0,40
809,"BEDDING, TR",,0.019879,0,37
810,"HOUDEK, G",,0.002154,0,8
811,"KJELDSEN, H",,0.003639,0,15
812,"ROSENTHAL, C",,0.001845,0,6
813,"TRAMPEDACH, R",,0.003643,0,14
814,"NORDLUND, MJPFGMA",,0.001845,0,6
815,"ALLEN, SW",,0.038068,0,31
816,"EDGE, AC",,0.045591,0,43
817,"BOHRINGER, H",,0.107216,0,78
818,"CHOLONIEWSKI, J",,0,0,0
819,"PROPRIS, RD",,0.009714,0,10
820,"PRITCHET, CJ",,0.023821,0,35
821,"MCCLURE, RD",,0.017359,0,17
822,"BAHCALL, NA",,0.009994,0,13
823,"MAOZ, E",,0.016124,0,8
824,"FISHER, KB",,0.011063,0,17
825,"STRAUSS, MS",,0.002955,0,4
826,"GIOVANELLI, R",,0.018066,0,35
827,"HAYNES, MP",,0.022578,0,39
828,"MOLLERACH, S",,0.007923,0,20
829,"GANGUI, A",,0.002835,0,11
830,"LUCCHIN, F",,0.013578,0,23
831,"MATARRESE, S",,0.016915,0,33
832,"BROADHURST, T",,0.046151,0,39
833,"ALLINGTONSMITH, J",,0.016624,0,17
834,"TANVIR, N",,0.481383,0,127
835,"HUNTER, TR",,0.005327,0,11
836,"TESTI, L",,0.010848,0,22
837,"TAYLOR, GB",,0.088745,0,60
838,"FELLI, M",,0.002909,0,5
839,"TOFANI, G",,0.002909,0,5
840,"ZANE, S",,0.008045,0,9
841,"TUROLLA, R",,0.008981,0,13
842,"ZAMPIERI, L",,0.013595,0,13
843,"COLPI, M",,0.036737,0,30
844,"FISCHER, P",,0.052994,0,50
845,"TIMMES, FX",,0.006832,0,11
846,"WOOSLEY, SE",,0.012863,0,28
847,"HARTMANN, DH",,0.147363,0,81
848,"HOFFMAN, RD",,0.006574,0,8
849,"WEAVER, TA",,0.006836,0,9
850,"OTMIANOWSKAMAZUR, K",,0.000868,0,4
851,"CHIBA, M",,0.005866,0,8
852,"WANG, QD",,0.007785,0,14
853,"MORRIS, JP",,0,0,0
854,"SMOLIN, L",,0,0,0
855,"BOCQUET, M",,0.00059,0,3
856,"BONAZZOLA, S",,0.001913,0,11
857,"GOURGOULHON, E",,0.002752,0,15
858,"NOVAK, J",,0.000877,0,4
859,"WANDS, D",,0.002783,0,11
860,"COPELAND, EJ",,0.005316,0,20
861,"GLEISER, M",,0.001493,0,8
862,"MUELLER, HR",,0.000469,0,2
863,"BORRILL, J",,0.043604,0,49
864,"VACHASPATI, T",,0.00398,0,16
865,"SIKIVIE, P",,0.007392,0,24
866,"MASSO, E",,0.000823,0,4
867,"TOLDRA, R",,0.000771,0,5
868,"BARGER, V",,0.003136,0,13
869,"PHILLIPS, RJN",,0.000538,0,2
870,"SARKAR, S",,0.005215,0,26
871,"DINE, M",,0.000314,0,2
872,"RANDALL, L",,0.001058,0,7
873,"THOMAS, S",,0.000314,0,2
874,"KINNEY, WH",,0.002467,0,6
875,"MAHANTHAPPA, KT",,0.000193,0,1
876,"KEPHART, TW",,0.001323,0,5
877,"LEIGH, RG",,0.000135,0,1
878,"RATTAZZI, R",,0.000135,0,1
879,"HAXTON, W",,0.031317,0,39
880,"DRAGO, A",,0.000431,0,3
881,"FIOLHAIS, M",,0.000289,0,2
882,"TAMBINI, U",,0.000289,0,2
883,"ABBAS, A",,0.000692,0,4
884,"FEINBERG, J",,0.000135,0,1
885,"CONCLUSIONS, YPSRSRANCO",,0.000135,0,1
886,"MOORE, G",,0.000932,0,4
887,"SHENKER, SH",,0.000932,0,4
888,"ELLIS, J",,0.00814,0,31
889,"MAVROMATOS, NE",,0.001715,0,8
890,"NANOPOULOS, DV",,0.003046,0,15
891,"HATA, N",,0.002957,0,9
892,"SASSELOV, D",,0.002422,0,3
893,"BERTIN, G",,0.003943,0,8
894,"TONIAZZO, T",,0.000215,0,1
895,"RYU, D",,0.009628,0,33
896,"BROWN, GL",,0.001858,0,3
897,"OSTRIKER, JP",,0.043671,0,66
898,"ETTORI, S",,0.020936,0,15
899,"TARENGHI, M",,0.001926,0,2
900,"WEBB, SSJ",,0,0,0
901,"STANFORD, SA",,0.12838,0,70
902,"EISENHARDT, PRM",,0.004316,0,2
903,"DICKINSON, M",,0.147021,0,84
904,"WAXMAN, E",,0.02231,0,15
905,"MORETTO, G",,0.001621,0,9
906,"BACTIVELANE, GRL",,0.001149,0,6
907,"WANG, M",,0.002915,0,11
908,"FERRARI, M",,0.001621,0,9
909,"MAZZANTI, S",,0.001149,0,6
910,"BIAGIO, BD",,0.001149,0,6
911,"PENDLETON, G",,0.039133,0,19
912,"KOUVELIOTOU, C",,0.835268,0,353
913,"FISHMAN, G",,0.203372,0,73
914,"BLUMENTHAL, G",,0.026346,0,9
915,"BROCK, M",,0.03191,0,13
916,"GOUDFROOIJ, P",,0.120262,0,45
917,"JONG, TD",,0.009962,0,18
918,"LABINI, FS",,0.004398,0,14
919,"PIETRONERO, L",,0.003818,0,12
920,"MALANEY, RA",,0.000734,0,4
921,"STARKMAN, GD",,0.002319,0,9
922,"WIDROW, L",,0.000357,0,2
923,"TOTANI, T",,0.00452,0,5
924,"SATO, K",,0.005962,0,13
925,"FERNANDEZSOTO, A",,0.046148,0,48
926,"CARBALLO, R",,0.024884,0,24
927,"WEBB, JK",,0.019698,0,30
928,"LEWIS, GF",,0.029589,0,45
929,"ARDAVAN, H",,0.000135,0,1
930,"FRENK, CS",,0.110421,0,112
931,"SUMMERS, SDMWF",,0.002855,0,2
932,"MANNHEIM, PD",,0.000135,0,1
933,"NAZAROVA, LS",,0.001505,0,3
934,"WILSON, MDTCD",,0,0,0
935,"POLS, OR",,0.00512,0,6
936,"TOUT, CA",,0.007121,0,21
937,"EGGLETON, PP",,0.001301,0,7
938,"HAN, Z",,0.001512,0,6
939,"COPI, CJ",,0.002845,0,8
940,"BONNELL, IA",,0.005664,0,12
941,"COLAFRANCESCO, S",,0.035618,0,32
942,"GASPERIS, GD",,0.031521,0,35
943,"MEI, S",,0.00437,0,7
944,"VITTORIO, N",,0.04587,0,54
945,"KROCKENBERGER, M",,0.018321,0,19
946,"GRINDLAY, J",,0.156403,0,67
947,"LAUROESCH, JT",,0.002896,0,10
948,"TRURAN, JW",,0.006139,0,19
949,"MACMINN, D",,0.001562,0,3
950,"KANBUR, SM",,0.000527,0,2
951,"HENDRY, MA",,0.011429,0,23
952,"CLEMENTINI, G",,0.00957,0,17
953,"BRAGAGLIA, A",,0.011816,0,24
954,"MERIGHI, R",,0.034093,0,33
955,"MACERONI, C",,0.002104,0,5
956,"MALHOTRA, R",,0.000419,0,3
957,"PANDO, J",,0.00298,0,6
958,"KNEIB, JP",,0.058423,0,67
959,"MELLIER, Y",,0.080233,0,94
960,"PELLO, R",,0.051959,0,51
961,"BORGNE, JFL",,0.026932,0,24
962,"PICAT, JP",,0.020298,0,24
963,"APARICIO, A",,0.037622,0,44
964,"CEPA, J",,0.012014,0,23
965,"GALLART, C",,0.032234,0,30
966,"CASTANEDA, H",,0.011549,0,23
967,"CHIOSI, C",,0.04518,0,51
968,"BERTELLI, G",,0.034543,0,38
969,"MUNOZTUNON, C",,0.01167,0,24
970,"TENORIOTAGLE, G",,0.013657,0,30
971,"DIAZ, AI",,0.012766,0,26
972,"GARCIAVARGAS, ML",,0.013315,0,24
973,"GARZON, F",,0.033832,0,58
974,"GONZALEZDELGADO, RM",,0.010777,0,19
975,"MASHESSE, M",,0.010777,0,19
976,"PEREZ, E",,0.016147,0,27
977,"RODRIGUEZESPINOSA, JM",,0.013316,0,26
978,"TERLEVICH, E",,0.016039,0,36
979,"TERLEVICH, RJ",,0.07039,0,65
980,"VARELA, AM",,0.010777,0,19
981,"VILCHEZ, JM",,0.010911,0,20
982,"BODE, P",,0.020724,0,28
983,"BURKERT, A",,0.016273,0,37
984,"MAGUEIJO, JCR",,0,0,0
985,"STEHLE, R",,0.004875,0,10
986,"PAPALOIZOU, JCB",,0.00351,0,19
987,"ALVENSLEBEN, UFV",,0.002004,0,7
988,"LIPUNOV, VM",,0.008356,0,10
989,"POSTNOV, KA",,0.008417,0,20
990,"PROKHOROV, ME",,0.008511,0,11
991,"PANCHENKO, IE",,0.001964,0,9
992,"EARN, DJD",,0.000198,0,1
993,"SELLWOOD, JA",,0.002294,0,9
994,"CANIZARES, CR",,0.006516,0,8
995,"ABNEY, M",,0.001923,0,7
996,"EPSTEIN, RI",,0.001224,0,6
997,"TKACHEV, II",,0.002795,0,12
998,"COURBIN, F",,0.0473,0,46
999,"MAGAIN, P",,0.039974,0,45
1000,"REMY, M",,0.011408,0,17
1001,"S, JFC",,0.005224,0,8
1002,"HAINAUT, O",,0.005224,0,8
1003,"HUTSEMEKERS, D",,0.009472,0,9
1004,"MEYLAN, G",,0.048709,0,53
1005,"DROM, EV",,0.005224,0,8
1006,"KNOX, L",,0.021078,0,41
1007,"WUNNER, G",,0.000591,0,4
1008,"SANG, R",,0.000295,0,2
1009,"BERG, D",,0.000295,0,2
1010,"REACH, WT",,0.062858,0,76
1011,"DWEK, E",,0.027157,0,49
1012,"FIXSEN, DJ",,0.024119,0,44
1013,"HEWAGAMA, T",,0.011807,0,17
1014,"MATHER, JC",,0.026321,0,57
1015,"SHAFER, RA",,0.022789,0,41
1016,"CHENG, ES",,0.025415,0,40
1017,"EPLEE, RE",,0.011807,0,17
1018,"LEISAWITZ, D",,0.020373,0,34
1019,"LUBIN, PM",,0.040593,0,53
1020,"READ, SM",,0.011807,0,17
1021,"ROSEN, LP",,0.011807,0,17
1022,"SHUMAN, FGD",,0.011807,0,17
1023,"SMOOT, GF",,0.071022,0,112
1024,"SODROSKI, TJ",,0.015623,0,25
1025,"WRIGHT, EL",,0.028053,0,55
1026,"SILK, J",,0.058396,0,89
1027,"FERETTI, L",,0.053852,0,48
1028,"DALLACASA, D",,0.011795,0,19
1029,"GIOVANNINI, G",,0.04849,0,43
1030,"TAGLIANI, A",,0.002279,0,3
1031,"BOBROWSKY, M",,0.007684,0,14
1032,"ZIJLSTRA, AA",,0.027519,0,43
1033,"GREBEL, EK",,0.018874,0,41
1034,"TINNEY, CG",,0.05295,0,25
1035,"HEKKERT, PTL",,0.007937,0,16
1036,"STEENE, GCVD",,0.006687,0,15
1037,"LIKKEL, L",,0.003517,0,7
1038,"PYNE, T",,0.002294,0,6
1039,"BIRKINSHAW, M",,0.005641,0,16
1040,"BI, H",,0.001659,0,3
1041,"GE, J",,0.004852,0,22
1042,"KAZANAS, D",,0.018259,0,28
1043,"FENIMORE, EE",,0.023887,0,29
1044,"BLOOM, JS",,0.272799,0,114
1045,"BOTTCHER, M",,0.01792,0,12
1046,"DERMER, CD",,0.09991,0,39
1047,"POPOV, SB",,0.008349,0,10
1048,"OZERNOY, LM",,0.005594,0,14
1049,"BOYLE, BJ",,0.174682,0,108
1050,"SMITH, RJ",,0.023381,0,19
1051,"MADDOX, SJ",,0.083882,0,58
1052,"WILES, BJ",,0.009547,0,3
1053,"ELVIS, M",,0.168138,0,103
1054,"SHANKS, T",,0.037035,0,40
1055,"CROOM, SM",,0.02074,0,13
1056,"MARZKE, RO",,0.067597,0,40
1057,"GELLER, MJ",,0.026869,0,37
1058,"SMOOT, LCG",,0,0,0
1059,"YANO, T",,0.000481,0,2
1060,"NAGASHIMA, M",,0.001367,0,6
1061,"TAAM, RE",,0.007496,0,16
1062,"ZAND, JJMIT",,0.421662,0,107
1063,"NORRIS, JP",,0.016649,0,8
1064,"BONNELL, JT",,0.016649,0,8
1065,"NEMIROFF, RJ",,0.018801,0,10
1066,"N, J",,0.000135,0,1
1067,"P, D",,0.000135,0,1
1068,"HAN, C",,0.006418,0,15
1069,"FARRAR, GR",,0.002834,0,5
1070,"KOLB, EW",,0.005913,0,22
1071,"ZALDARRIAGA, M",,0.00471,0,12
1072,"BARTELMANN, M",,0.009413,0,22
1073,"MELOTT, AL",,0.007238,0,26
1074,"SATHYAPRAKASH, BS",,0.007128,0,25
1075,"SAHNI, V",,0.004705,0,15
1076,"SUSPERREGI, M",,0.000595,0,2
1077,"BUCHERT, T",,0.008134,0,31
1078,"ROBIN, AC",,0.001396,0,6
1079,"HAYWOOD, M",,0.000334,0,2
1080,"OJHA, DK",,0.001064,0,4
1081,"VIEIRA, EF",,0.000201,0,1
1082,"PONZ, JD",,0.003187,0,7
1083,"BOLLER, T",,0.135524,0,75
1084,"WALKER, I",,0.001879,0,4
1085,"OLIVIERA, CMD",,0.001879,0,4
1086,"BOLTE, M",,0.026676,0,38
1087,"INOUE, H",,0.081335,0,59
1088,"HAEHNELT, MRMG",,0,0,0
1089,"BACCIGALUPI, C",,0.004772,0,15
1090,"GIAMPIERI, G",,0.000286,0,1
1091,"GERAKINES, PA",,0.003227,0,9
1092,"WHITTET, DCB",,0.005156,0,14
1093,"TORRES, LFB",,0.000189,0,1
1094,"WAGA, I",,0.001898,0,8
1095,"DABROWSKI, MP",,0.001178,0,5
1096,"POLARSKI, D",,0.001458,0,7
1097,"GRISHCHUK, LP",,0.000365,0,2
1098,"CHO, HT",,0.000142,0,1
1099,"MUELLER, R",,0.000228,0,1
1100,"LOUSTO, CO",,0.003276,0,13
1101,"BEREZINSKY, V",,0.004906,0,18
1102,"DOLGOV, A",,0.001357,0,6
1103,"KACHELRIESS, M",,0.001077,0,5
1104,"GAILLARD, MK",,0.001237,0,5
1105,"MURAYAMA, H",,0.002533,0,12
1106,"VERGADOS, JD",,0.000469,0,3
1107,"ENGEL, J",,0.000928,0,6
1108,"RESSELL, MT",,0.000865,0,4
1109,"TOWNER, IS",,0.000472,0,3
1110,"ORMAND, WE",,0.000472,0,3
1111,"SAHU, PK",,0.001385,0,9
1112,"COSTA, CGS",,0.000562,0,3
1113,"SALLES, C",,0.000562,0,3
1114,"SUEMATSU, D",,0.000135,0,1
1115,"YAMAGISHI, Y",,0.000135,0,1
1116,"KUSENKO, A",,0.001874,0,10
1117,"GHERGHETTA, T",,0.005226,0,7
1118,"KANE, GL",,0.000695,0,4
1119,"DUTTA, SN",,0.000465,0,2
1120,"OLLING, RP",,0.000812,0,2
1121,"NAKAMURA, FE",,0.001176,0,2
1122,"HATTORI, M",,0.027865,0,47
1123,"MINESHIGE, S",,0.018711,0,26
1124,"COLES, P",,0.006335,0,20
1125,"WEGNER, G",,0.067392,0,85
1126,"SALZER, JJ",,0.015349,0,33
1127,"BENITEZ, N",,0.018475,0,20
1128,"USOV, V",,0.00016,0,1
1129,"LEHAR, J",,0.040483,0,58
1130,"SOARES, DSL",,0,0,0
1131,"WHITE, JSM",,0.001023,0,1
1132,"FAN, Z",,0.000135,0,1
1133,"BARDEEN, JM",,0.000135,0,1
1134,"ZABLUDOFF, AI",,0.010055,0,11
1135,"ZARITSKY, D",,0.022701,0,32
1136,"MUSHOTZKY, RF",,0.079222,0,71
1137,"METZLER, CA",,0.004301,0,7
1138,"CLARKE, C",,0.000658,0,3
1139,"GOOBAR, A",,0.118516,0,65
1140,"PENNYPACKER, CR",,0.101723,0,54
1141,"GOLDHABER, G",,0.117891,0,62
1142,"MULLER, RA",,0.044006,0,22
1143,"NEWBERG, HJM",,0.093136,0,46
1144,"DESAI, J",,0.044006,0,22
1145,"KIM, AG",,0.098053,0,48
1146,"KIM, MY",,0.098919,0,49
1147,"SMALL, IA",,0.065968,0,33
1148,"CRAWFORD, CS",,0.081665,0,49
1149,"BUNCLARK, PS",,0.06699,0,37
1150,"MOULD, JR",,0.213806,0,146
1151,"SMALL, TA",,0.050344,0,26
1152,"ABRAHAM, RG",,0.083847,0,61
1153,"KIM, A",,0.059668,0,44
1154,"NAZIN, SN",,0.001355,0,5
1155,"MARCK, JA",,0.001476,0,8
1156,"LIOURE, A",,0.000385,0,2
1157,"COLLAR, JI",,0.020967,0,45
1158,"COLOMBI, S",,0.006122,0,13
1159,"DODELSON, S",,0.020437,0,50
1160,"WIDROW, LM",,0.002878,0,11
1161,"ALBRECHT, A",,0.00239,0,9
1162,"COULSON, D",,0.001154,0,3
1163,"FERREIRA, P",,0.024356,0,29
1164,"MAGUEIJO, J",,0.00833,0,25
1165,"AGUIRRE, AN",,0.000245,0,1
1166,"BRANDENBERGER, RH",,0.005243,0,11
1167,"SHIBANOV, YA",,0.002418,0,11
1168,"YSIK, VEZ",,0.00039,0,2
1169,"MEIKSIN, A",,0.00911,0,17
1170,"BOUCHET, FR",,0.04719,0,57
1171,"SUTO, TNY",,0,0,0
1172,"NORDLUND, DKA",,0,0,0
1173,"FELDMAN, HA",,0.006536,0,13
1174,"GATES, E",,0.003669,0,6
1175,"GYUK, G",,0.011038,0,15
1176,"TURNER, M",,0.006485,0,20
1177,"ALVES, DR",,0.183715,0,65
1178,"LAI, D",,0.003156,0,11
1179,"BILDSTEN, L",,0.061271,0,54
1180,"KASPI, V",,0.005977,0,14
1181,"WHITE, NSM",,0.0014,0,2
1182,"BELL, JF",,0.016541,0,23
1183,"BESSELL, MS",,0.051399,0,22
1184,"STAPPERS, BW",,0.017544,0,18
1185,"BAILES, M",,0.022914,0,27
1186,"KASPI, VM",,0.039355,0,51
1187,"ZYCKI, PT",,0.009669,0,11
1188,"COLLINSOUFFRIN, S",,0.000928,0,4
1189,"CZERNY, B",,0.005412,0,18
1190,"CAPPELLARO, E",,0.192644,0,57
1191,"DANZIGER, JI",,0.005175,0,2
1192,"TURATTO, M",,0.193345,0,58
1193,"CONTINI, T",,0.003613,0,15
1194,"CONSIDERE, EDS",,0.00051,0,2
1195,"ARETXAGA, I",,0.023692,0,24
1196,"KOLATT, T",,0.012279,0,19
1197,"ARTEMOVA, IV",,0.001763,0,9
1198,"S, BG",,0.000555,0,3
1199,"G, B",,0.002402,0,12
1200,"D, NI",,0.000555,0,3
1201,"ANDERNACH, H",,0.033013,0,55
1202,"BRANDNER, W",,0.017233,0,46
1203,"BOUVIER, J",,0.011775,0,28
1204,"TESSIER, E",,0.002418,0,6
1205,"WINTER, DD",,0.002881,0,9
1206,"BEUZIT, J",,0.00195,0,5
1207,"III, FTA",,0.023549,0,45
1208,"MOSKALIK, P",,0.049367,0,42
1209,"BALBES, MJ",,0.001459,0,6
1210,"BOYD, RN",,0.00526,0,22
1211,"THOMAS, D",,0.004954,0,16
1212,"FRIEMAN, J",,0.010152,0,21
1213,"HILL, C",,0.001025,0,3
1214,"STEBBINS, A",,0.016156,0,29
1215,"BERTOUT, FMC",,0,0,0
1216,"BOTHUN, GD",,0.017039,0,19
1217,"SCHOMBERT, JM",,0.001907,0,8
1218,"GRISON, P",,0.059041,0,72
1219,"TOBIN, W",,0.020325,0,30
1220,"PRITCHARD, JD",,0.02241,0,38
1221,"P, J",,0.020516,0,31
1222,"E, A",,0.020325,0,30
1223,"KOPEIKIN, ODS",,0,0,0
1224,"CHIN, YN",,0.003755,0,14
1225,"HENKEL, C",,0.017004,0,43
1226,"WHITEOAK, JB",,0.002502,0,11
1227,"LANGER, N",,0.006205,0,23
1228,"CHURCHWELL, EB",,0.001316,0,4
1229,"CERVANTESCOTA, JL",,0.000135,0,1
1230,"DEHNEN, H",,0.000135,0,1
1231,"PARADIJS, JV",,0.832028,0,329
1232,"HAMMERSCHLAGHENSBERGE, G",,0.013488,0,5
1233,"STERKEN, C",,0.018195,0,20
1234,"PILLA, RP",,0.000575,0,2
1235,"SHAHAM, J",,0.000146,0,1
1236,"FRANK, A",,0.006483,0,18
1237,"CRANE, P",,0.014899,0,16
1238,"W, S",,0.000874,0,4
1239,"A, ZJ",,0.000874,0,4
1240,"A, W",,0.006284,0,20
1241,"J, QS",,0.000874,0,4
1242,"GHIZZARDI, S",,0.000669,0,3
1243,"BONOMETTO, SA",,0.004619,0,13
1244,"DALTON, GB",,0.025695,0,20
1245,"NATH, BB",,0.003169,0,9
1246,"MANRIQUE, A",,0.000918,0,5
1247,"SALVADORSOLE, E",,0.00196,0,8
1248,"GRUPE, D",,0.010126,0,13
1249,"BEUERMANN, K",,0.127478,0,68
1250,"BADE, N",,0.038623,0,35
1251,"THOMAS, HC",,0.018429,0,26
1252,"MARTINO, DD",,0.03552,0,26
1253,"SCHWOPE, A",,0.02157,0,17
